"No.","Time","Source","Destination","Protocol","Length","Info"
"1637","19.718574995","172.27.29.185","3.6.167.101","TCP","66","48314  >  443 [ACK] Seq=558 Ack=1449 Win=354 Len=0 TSval=23549039 TSecr=3816932272"
"1638","19.718578439","172.27.29.185","3.6.167.101","TCP","66","48314  >  443 [ACK] Seq=558 Ack=2897 Win=365 Len=0 TSval=23549040 TSecr=3816932272"
"1639","19.721655772","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1640","19.721655907","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1641","19.721667847","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1642","19.721678655","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1643","19.724645435","172.27.29.185","3.6.167.101","TCP","66","48314  >  443 [ACK] Seq=558 Ack=3495 Win=377 Len=0 TSval=23549042 TSecr=3816932272"
"1644","19.724646281","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1645","19.724646329","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1646","19.724685811","172.27.29.185","3.6.167.101","TCP","66","[TCP Dup ACK 1643#1] 48314  >  443 [ACK] Seq=558 Ack=3495 Win=377 Len=0 TSval=23549042 TSecr=3816932272"
"1647","19.724698604","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1648","19.724701850","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1649","19.729441836","172.27.27.192","103.73.103.162","UDP","88","63603  >  443 Len=46"
"1650","19.729442063","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1651","19.729443286","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1652","19.729458658","172.27.27.192","103.73.103.162","UDP","88","63603  >  443 Len=46"
"1653","19.729476375","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1654","19.729493615","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1655","19.737143049","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1656","19.737144632","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1657","19.737160460","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1658","19.737181974","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1659","19.739929221","fe80::d21c:3cff:fe2d:35d3","ff02::2","ICMPv6","70","Router Solicitation from d0:1c:3c:2d:35:d3"
"1660","19.740714508","172.27.29.185","3.6.167.101","TLSv1.2","130","Change Cipher Spec, Application Data"
"1661","19.740724918","172.27.29.185","3.6.167.101","TCP","130","[TCP Retransmission] 48314  >  443 [PSH, ACK] Seq=558 Ack=3495 Win=377 Len=64 TSval=23549042 TSecr=3816932272"
"1662","19.744102831","172.27.29.185","44.202.21.53","TCP","66","53790  >  443 [ACK] Seq=1 Ack=394 Win=411 Len=0 TSval=23549058 TSecr=1643788699"
"1663","19.744109964","172.27.29.185","44.202.21.53","TCP","66","[TCP Dup ACK 1662#1] 53790  >  443 [ACK] Seq=1 Ack=394 Win=411 Len=0 TSval=23549058 TSecr=1643788699"
"1664","19.759354011","172.27.29.185","163.181.81.235","TCP","60","51398  >  443 [ACK] Seq=949 Ack=364 Win=355 Len=0"
"1665","19.759383256","172.27.29.185","163.181.81.235","TCP","54","[TCP Dup ACK 1664#1] 51398  >  443 [ACK] Seq=949 Ack=364 Win=355 Len=0"
"1666","19.763842408","172.27.29.185","44.202.21.53","TLSv1.2","217","Application Data"
"1667","19.763842553","172.27.29.185","44.202.21.53","TLSv1.2","187","Application Data"
"1668","19.763842595","172.27.29.185","44.202.21.53","TLSv1.2","165","Application Data"
"1669","19.763842638","172.27.29.185","44.202.21.53","TLSv1.2","164","Application Data"
"1670","19.763842683","172.27.29.185","44.202.21.53","TLSv1.2","192","Application Data"
"1671","19.763842726","172.27.29.185","44.202.21.53","TLSv1.2","165","Application Data"
"1672","19.763859703","172.27.29.185","44.202.21.53","TCP","217","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=1 Ack=394 Win=411 Len=151 TSval=23549078 TSecr=1643788699"
"1673","19.763876550","172.27.29.185","44.202.21.53","TCP","187","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=152 Ack=394 Win=411 Len=121 TSval=23549078 TSecr=1643788699"
"1674","19.763880058","172.27.29.185","44.202.21.53","TCP","165","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=273 Ack=394 Win=411 Len=99 TSval=23549078 TSecr=1643788699"
"1675","19.763882888","172.27.29.185","44.202.21.53","TCP","164","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=372 Ack=394 Win=411 Len=98 TSval=23549078 TSecr=1643788699"
"1676","19.763885663","172.27.29.185","44.202.21.53","TCP","192","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=470 Ack=394 Win=411 Len=126 TSval=23549079 TSecr=1643788699"
"1677","19.763888453","172.27.29.185","44.202.21.53","TCP","165","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=596 Ack=394 Win=411 Len=99 TSval=23549079 TSecr=1643788699"
"1678","19.794014159","6a:c8:7a:71:47:a0","Broadcast","ARP","60","Gratuitous ARP for 172.27.29.114 (Reply)"
"1679","19.805556137","172.27.29.185","44.202.21.53","TLSv1.2","186","Application Data"
"1680","19.805556274","172.27.29.185","44.202.21.53","TLSv1.2","172","Application Data"
"1681","19.805557566","172.27.29.185","44.202.21.53","TLSv1.2","186","Application Data"
"1682","19.805557610","172.27.29.185","44.202.21.53","TLSv1.2","147","Application Data"
"1683","19.805557652","172.27.29.185","163.181.81.235","TCP","60","51404  >  443 [ACK] Seq=593 Ack=245 Win=347 Len=0"
"1684","19.805574313","172.27.29.185","44.202.21.53","TCP","186","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=695 Ack=394 Win=411 Len=120 TSval=23549081 TSecr=1643788699"
"1685","19.805594285","172.27.29.185","44.202.21.53","TCP","172","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=815 Ack=394 Win=411 Len=106 TSval=23549083 TSecr=1643788699"
"1686","19.805597815","172.27.29.185","44.202.21.53","TCP","186","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=921 Ack=394 Win=411 Len=120 TSval=23549088 TSecr=1643788699"
"1687","19.805600792","172.27.29.185","44.202.21.53","TCP","147","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=1041 Ack=394 Win=411 Len=81 TSval=23549089 TSecr=1643788699"
"1688","19.805605182","172.27.29.185","163.181.81.235","TCP","54","[TCP Dup ACK 1683#1] 51404  >  443 [ACK] Seq=593 Ack=245 Win=347 Len=0"
"1689","19.813289326","ba:9d:0a:7b:72:89","Broadcast","ARP","60","Who has 172.27.0.2? Tell 172.27.27.249"
"1690","19.813289541","172.27.29.185","163.181.81.235","TLSv1.2","118","Change Cipher Spec, Application Data"
"1691","19.813330590","172.27.29.185","163.181.81.235","TCP","118","[TCP Retransmission] 51404  >  443 [PSH, ACK] Seq=593 Ack=245 Win=347 Len=64"
"1692","19.856063373","172.27.27.204","142.250.201.138","UDP","71","44585  >  443 Len=29"
"1693","19.856090599","172.27.5.225","172.27.27.204","ICMP","99","Redirect             (Redirect for host)"
"1694","19.856108271","172.27.27.204","142.250.201.138","UDP","71","44585  >  443 Len=29"
"1695","19.870909615","172.27.29.185","35.190.43.134","UDP","987","50451  >  443 Len=945"
"1696","19.870909879","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1697","19.870911173","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1698","19.870911216","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1699","19.870911259","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1700","19.870911304","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1701","19.870911347","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1702","19.870940356","172.27.5.225","172.27.29.185","ICMP","590","Redirect             (Redirect for host)"
"1703","19.870955850","172.27.29.185","35.190.43.134","UDP","987","50451  >  443 Len=945"
"1704","19.870964244","172.27.5.225","172.27.27.192","ICMP","105","Redirect             (Redirect for host)"
"1705","19.870967718","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1706","19.870970954","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1707","19.870973809","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1708","19.870976488","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1709","19.870979135","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1710","19.870981884","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1711","19.892864329","172.27.24.242","172.27.255.255","NBNS","92","Name query NB WPAD<00>"
"1712","19.896106404","172.27.29.185","52.66.98.152","TLSv1.2","97","Application Data"
"1713","19.896122352","172.27.29.185","52.66.98.152","TCP","97","[TCP Retransmission] 60424  >  443 [PSH, ACK] Seq=703 Ack=2574 Win=388 Len=31 TSval=23549215 TSecr=259068920"
"1714","19.898617956","172.27.5.225","10.4.10.40","DNS","86","Standard query 0x37c3 PTR 242.24.27.172.in-addr.arpa"
"1715","19.901928357","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1716","19.901928535","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1717","19.901938131","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1718","19.901945768","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1719","19.923988769","172.27.29.185","163.181.81.235","TLSv1.2","998","Application Data"
"1720","19.923988935","172.27.29.185","163.181.81.235","TCP","66","[TCP Dup ACK 1719#1] 51404  >  443 [ACK] Seq=1601 Ack=556 Win=351 Len=0 SLE=245 SRE=556"
"1721","19.924001431","172.27.29.185","163.181.81.235","TCP","998","[TCP Retransmission] 51404  >  443 [PSH, ACK] Seq=657 Ack=556 Win=351 Len=944"
"1722","19.924017873","172.27.29.185","163.181.81.235","TCP","66","[TCP Dup ACK 1719#2] 51404  >  443 [ACK] Seq=1601 Ack=556 Win=351 Len=0 SLE=245 SRE=556"
"1723","19.931553082","10.4.10.40","172.27.5.225","DNS","86","Standard query response 0x37c3 No such name PTR 242.24.27.172.in-addr.arpa"
"1724","19.978832470","Intel_90:19:d8","Broadcast","ARP","60","Who has 172.27.202.76? Tell 172.27.29.84"
"1725","19.994782938","172.27.29.185","35.190.43.134","UDP","75","50451  >  443 Len=33"
"1726","19.994783313","172.27.29.185","35.244.195.33","UDP","206","49488  >  443 Len=164"
"1727","19.994784282","172.27.29.185","35.244.195.33","UDP","1288","49488  >  443 Len=1246"
"1728","19.994784326","172.27.29.185","35.244.195.33","UDP","301","49488  >  443 Len=259"
"1729","19.994801424","172.27.29.185","35.190.43.134","UDP","75","50451  >  443 Len=33"
"1730","19.994817286","172.27.29.185","35.244.195.33","UDP","206","49488  >  443 Len=164"
"1731","19.994837990","172.27.29.185","35.244.195.33","UDP","1288","49488  >  443 Len=1246"
"1732","19.994841831","172.27.29.185","35.244.195.33","UDP","301","49488  >  443 Len=259"
"1733","19.998381387","172.27.29.185","44.202.21.53","TLSv1.2","316","Application Data, Application Data"
"1734","19.998502638","172.27.29.185","44.202.21.53","TCP","316","[TCP Retransmission] 53790  >  443 [PSH, ACK] Seq=1122 Ack=394 Win=411 Len=250 TSval=23549319 TSecr=1643788974"
"1735","20.061643579","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1736","20.061643775","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1737","20.061645140","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1738","20.061645185","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1739","20.061672501","172.27.5.225","172.27.27.192","ICMP","105","Redirect             (Redirect for host)"
"1740","20.061693179","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1741","20.061697831","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1742","20.061700911","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1743","20.061703745","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1744","20.068145522","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1745","20.068156411","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"1746","20.071174793","172.27.29.185","44.202.21.53","TCP","66","53790  >  443 [ACK] Seq=1372 Ack=743 Win=422 Len=0 TSval=23549393 TSecr=1643788982"
"1747","20.071187961","172.27.29.185","44.202.21.53","TCP","66","[TCP Dup ACK 1746#1] 53790  >  443 [ACK] Seq=1372 Ack=743 Win=422 Len=0 TSval=23549393 TSecr=1643788982"
"1748","20.077127638","172.27.27.204","142.250.201.138","UDP","77","44585  >  443 Len=35"
"1749","20.077151294","172.27.5.225","172.27.27.204","ICMP","105","Redirect             (Redirect for host)"
"1750","20.077167697","172.27.27.204","142.250.201.138","UDP","77","44585  >  443 Len=35"
"1751","20.084310828","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1752","20.084311203","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1753","20.084312520","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1754","20.084364732","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1755","20.084377010","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1756","20.084380738","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1757","20.094287754","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1758","20.094287886","172.27.29.185","44.202.21.53","TCP","66","53790  >  443 [ACK] Seq=1372 Ack=1023 Win=422 Len=0 TSval=23549404 TSecr=1643789007"
"1759","20.094287933","172.27.29.185","163.181.81.235","TCP","60","51404  >  443 [ACK] Seq=1601 Ack=920 Win=355 Len=0"
"1760","20.094287977","172.27.29.185","163.181.81.235","TCP","66","[TCP Dup ACK 1759#1] 51404  >  443 [ACK] Seq=1601 Ack=920 Win=355 Len=0 SLE=556 SRE=920"
"1761","20.094288019","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1762","20.094306292","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1763","20.094325861","172.27.29.185","44.202.21.53","TCP","66","[TCP Dup ACK 1758#1] 53790  >  443 [ACK] Seq=1372 Ack=1023 Win=422 Len=0 TSval=23549404 TSecr=1643789007"
"1764","20.094329911","172.27.29.185","163.181.81.235","TCP","54","[TCP Dup ACK 1759#2] 51404  >  443 [ACK] Seq=1601 Ack=920 Win=355 Len=0"
"1765","20.094334036","172.27.29.185","163.181.81.235","TCP","66","[TCP Dup ACK 1759#3] 51404  >  443 [ACK] Seq=1601 Ack=920 Win=355 Len=0 SLE=556 SRE=920"
"1766","20.094338655","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1767","20.098594971","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1768","20.098595148","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1769","20.098618431","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1770","20.098653697","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1771","20.105221525","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1772","20.105222449","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1773","20.105269849","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1774","20.105342578","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1775","20.108267049","172.27.29.185","35.244.195.33","UDP","75","49488  >  443 Len=33"
"1776","20.108281541","172.27.29.185","35.244.195.33","UDP","75","49488  >  443 Len=33"
"1777","20.113845140","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1778","20.113845360","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1779","20.113859484","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1780","20.113872851","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1781","20.116869549","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1782","20.116869698","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1783","20.116869749","172.27.25.143","57.144.149.33","TCP","91","62995  >  5222 [PSH, ACK] Seq=1918 Ack=2060 Win=131072 Len=25 TSval=2433777591 TSecr=4194298472 [TCP PDU reassembled in 3743]"
"1784","20.116883416","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1785","20.116900884","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1786","20.116906160","172.27.25.143","57.144.149.33","TCP","91","[TCP Retransmission] 62995  >  5222 [PSH, ACK] Seq=1918 Ack=2060 Win=131072 Len=25 TSval=2433777591 TSecr=4194298472 [TCP PDU reassembled in 3743]"
"1787","20.125071618","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1788","20.125116192","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1789","20.125802282","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1790","20.125826867","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1791","20.131183532","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1792","20.131199609","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1793","20.133486832","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1794","20.133492113","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1795","20.137923144","172.27.29.185","52.66.98.152","TCP","66","60424  >  443 [ACK] Seq=734 Ack=2817 Win=399 Len=0 TSval=23549457 TSecr=259069117"
"1796","20.137939146","172.27.29.185","52.66.98.152","TCP","66","[TCP Dup ACK 1795#1] 60424  >  443 [ACK] Seq=734 Ack=2817 Win=399 Len=0 TSval=23549457 TSecr=259069117"
"1797","20.138797022","172.27.29.185","35.244.195.33","UDP","75","49488  >  443 Len=33"
"1798","20.138797156","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1799","20.138813504","172.27.29.185","35.244.195.33","UDP","75","49488  >  443 Len=33"
"1800","20.138829431","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1801","20.142321606","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1802","20.142321744","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1803","20.142336721","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1804","20.142353560","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1805","20.149190331","172.27.27.204","142.250.201.138","UDP","78","44585  >  443 Len=36"
"1806","20.149190543","172.27.29.185","35.190.43.134","UDP","75","50451  >  443 Len=33"
"1807","20.149191861","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1808","20.149191905","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1809","20.149191948","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1810","20.149191990","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1811","20.149209075","172.27.27.204","142.250.201.138","UDP","78","44585  >  443 Len=36"
"1812","20.149225181","172.27.29.185","35.190.43.134","UDP","75","50451  >  443 Len=33"
"1813","20.149228566","172.27.27.204","142.250.201.138","UDP","73","44585  >  443 Len=31"
"1814","20.149231513","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1815","20.149234577","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1816","20.149237295","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1817","20.152427301","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1818","20.152427756","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1819","20.152453631","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1820","20.152489885","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1821","20.174865679","172.27.29.185","35.190.43.134","UDP","77","50451  >  443 Len=35"
"1822","20.174881321","172.27.29.185","35.190.43.134","UDP","77","50451  >  443 Len=35"
"1823","20.176876957","172.27.29.185","35.190.43.134","UDP","75","50451  >  443 Len=33"
"1824","20.176891613","172.27.29.185","35.190.43.134","UDP","75","50451  >  443 Len=33"
"1825","20.184514524","172.27.29.185","35.190.43.134","UDP","77","50451  >  443 Len=35"
"1826","20.184527218","172.27.29.185","35.190.43.134","UDP","77","50451  >  443 Len=35"
"1827","20.199039304","172.27.27.204","142.250.201.138","UDP","75","44585  >  443 Len=33"
"1828","20.199039585","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1829","20.199053887","172.27.27.204","142.250.201.138","UDP","75","44585  >  443 Len=33"
"1830","20.199068378","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1831","20.202352519","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1832","20.202352808","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1833","20.202368103","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1834","20.202386108","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1835","20.203627337","172.27.26.62","71.18.74.198","QUIC","1362","Initial, DCID=c5d60122c3e6336f, PKN: 1, PING, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PING, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO"
"1836","20.203627415","172.27.26.62","71.18.74.198","QUIC","117","0-RTT, DCID=c5d60122c3e6336f"
"1837","20.203648786","172.27.5.225","172.27.26.62","ICMP","590","Redirect             (Redirect for host)"
"1838","20.203663342","172.27.26.62","71.18.74.198","QUIC","1362","Initial, DCID=c5d60122c3e6336f, PKN: 1, PING, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PING, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO"
"1839","20.203668294","172.27.26.62","71.18.74.198","QUIC","117","0-RTT, DCID=c5d60122c3e6336f"
"1840","20.206028591","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1841","20.206028732","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1842","20.206044032","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1843","20.206061453","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1844","20.212540698","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1845","20.212540930","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1846","20.212543931","172.27.27.204","142.250.201.138","UDP","75","44585  >  443 Len=33"
"1847","20.212543973","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1848","20.212544018","172.27.27.204","142.250.201.138","UDP","78","44585  >  443 Len=36"
"1849","20.212563538","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1850","20.212580749","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1851","20.212584110","172.27.27.204","142.250.201.138","UDP","75","44585  >  443 Len=33"
"1852","20.212586836","172.27.27.204","142.250.201.138","UDP","74","44585  >  443 Len=32"
"1853","20.212590692","172.27.27.204","142.250.201.138","UDP","78","44585  >  443 Len=36"
"1854","20.242020157","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1855","20.242020477","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1856","20.242053565","172.27.5.225","172.27.27.192","ICMP","107","Redirect             (Redirect for host)"
"1857","20.242070989","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1858","20.242075294","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1859","20.245494568","d6:9e:e3:b1:61:60","Broadcast","XID","60","Basic Format; Type 1 and Type 2 LLCs (Class II LLC); Window Size 12"
"1860","20.246312016","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1861","20.246359194","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1862","20.252821595","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1863","20.252821815","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1864","20.252821858","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1865","20.252821902","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1866","20.252821945","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1867","20.252821989","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1868","20.252822032","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1869","20.252836772","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1870","20.252853485","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1871","20.252856549","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1872","20.252859170","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1873","20.252862230","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1874","20.252864930","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1875","20.252867571","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1876","20.258614350","172.27.29.185","35.244.195.33","UDP","79","49488  >  443 Len=37"
"1877","20.258614454","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1878","20.258628718","172.27.5.225","172.27.29.185","ICMP","107","Redirect             (Redirect for host)"
"1879","20.258638722","172.27.29.185","35.244.195.33","UDP","79","49488  >  443 Len=37"
"1880","20.258642692","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1881","20.262970260","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1882","20.262970601","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1883","20.262970783","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1884","20.262990999","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1885","20.263008540","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1886","20.263012145","172.27.27.192","103.73.103.162","UDP","79","63603  >  443 Len=37"
"1887","20.296426092","172.27.29.185","44.202.21.53","TCP","66","53790  >  443 [ACK] Seq=1372 Ack=1166 Win=433 Len=0 TSval=23549605 TSecr=1643789220"
"1888","20.296443243","172.27.29.185","44.202.21.53","TCP","66","[TCP Dup ACK 1887#1] 53790  >  443 [ACK] Seq=1372 Ack=1166 Win=433 Len=0 TSval=23549605 TSecr=1643789220"
"1889","20.300525982","fe80::20f9:c4ff:fe24:6f61","ff02::2","ICMPv6","70","Router Solicitation from 22:f9:c4:24:6f:61"
"1890","20.313636246","172.27.29.185","35.244.195.33","UDP","203","49488  >  443 Len=161"
"1891","20.313636456","172.27.29.185","35.244.195.33","UDP","567","49488  >  443 Len=525"
